id,ACTION
1,0.7927791192574872
2,0.9895536198246646
3,1
4,1
5,1
6,1
7,0.9051137802493521
8,1
9,0.9008606573706905
10,0.9880671651376216
11,1
12,1
13,1
14,0.6185392357690864
15,0.9622550726821775
16,0.9757024206535487
17,0.5418305343523009
18,0.9159949477005681
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,0.9630411595038095
27,1
28,0.9710337568495413
29,1
30,0.9562019120021215
31,1
32,1
33,0.9610288546115875
34,1
35,1
36,1
37,0.988795018403016
38,1
39,1
40,0.9399342285435425
41,0.8014253619484875
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,0.9828620050615331
51,0.8900301957925384
52,1
53,0.9538117343581587
54,1
55,1
56,0.9787013658592263
57,0.983874738059723
58,1
59,1
60,1
61,1
62,0.9874244202862682
63,1
64,1
65,1
66,1
67,1
68,1
69,0.985702599150311
70,0.6779200385728087
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,0.9234614135767492
79,0.6852994929845226
80,1
81,1
82,1
83,1
84,1
85,1
86,0.9781766174338814
87,1
88,1
89,1
90,0.9001418859135588
91,1
92,0.8318427926246573
93,1
94,0.9722474692509698
95,1
96,1
97,0.598906114023444
98,1
99,1
100,1
101,0.9875874256092022
102,0.879721996827279
103,1
104,1
105,0.802866852389308
106,1
107,1
108,1
109,1
110,1
111,0.9011690411586879
112,1
113,0.9830038204848562
114,1
115,1
116,0.9805621718167974
117,0.9756783352380148
118,1
119,1
120,1
121,0.9516316665931696
122,1
123,0.9670305785398355
124,1
125,1
126,0.8875301851309799
127,0.9141720493814535
128,0.8622856114281281
129,0.9672505190994952
130,1
131,1
132,1
133,1
134,0.8240075344722634
135,1
136,0.9866814712282908
137,1
138,0.895659470665979
139,1
140,1
141,0.9851810079911311
142,0.9808773224625141
143,1
144,1
145,1
146,0.8645352749537345
147,0.7915563566032053
148,0.868120364470167
149,1
150,0.9704690889934808
151,1
152,0.7548836950700258
153,1
154,0.9694646672034161
155,1
156,0.9897124611698898
157,1
158,1
159,0.8729086460714649
160,1
161,0.8923375334970206
162,1
163,1
164,1
165,1
166,1
167,0.9735719301882441
168,1
169,1
170,1
171,1
172,1
173,0.9791898248967964
174,0.9853352178485534
175,1
176,1
