id,ACTION
1,0.5589564043318814
2,0.9999942954312105
3,0.9999998092801581
4,0.9989447946137154
5,0.9999999604258483
6,0.9999999982392664
7,0.9999927320041657
8,0.9999999810528438
9,0.8612684279553534
10,0.9989201355507992
11,0.9999996724472426
12,0.9992219722034004
13,0.9833341348747642
14,0.8888192280139121
15,0.9996585443506165
16,0.9999463223983106
17,0.9906705813736892
18,0.9749281807637196
19,0.9999613626835694
20,0.9997137936825544
21,0.9999999955717724
22,0.9999912603822303
23,0.9935060344264712
24,0.9985898362962283
25,0.9841604521653448
26,0.9983406554037487
27,0.9998626909211321
28,0.7477930036306506
29,0.9999532357246064
30,0.9838368200805564
31,0.9998054472636713
32,0.9993989910868861
33,0.9995817324733999
34,0.9999826127173606
35,0.9995627739154377
36,0.9999497629078213
37,0.9994646386764601
38,0.9995359740624209
39,0.9881831652971039
40,0.9549549181752932
41,0.9800365973856764
42,0.9999986120255133
43,0.9991960543746331
44,0.9998818248126559
45,0.9995457246148324
46,0.9946053879481378
47,0.9999999993291084
48,0.9946688285399521
49,0.9999968788291032
50,0.9999900606839318
51,0.9999629594109434
52,0.9999089226635002
53,0.9999072597682107
54,0.9999337674846079
55,0.9958854782818081
56,0.7739794306593776
57,0.9996964909563917
58,0.9999999789611034
59,0.998219205684216
60,0.9988866714935034
61,0.9999999875915887
62,0.9995831604822021
63,0.9985752272865237
64,0.999974013887327
65,0.9999945388226406
66,0.9999356683222709
67,0.9982927912260791
68,0.9999568850128882
69,0.9976546123043369
70,0.7178091960247
71,0.9962179001573427
72,0.9999995322414704
73,0.9995000451722864
74,0.999929457391163
75,0.9993362701609637
76,0.9999973600312758
77,0.9999516414293691
78,0.999412797030149
79,0.9973168910216585
80,0.9999999633342251
81,0.9999864881593971
82,0.9996481782641352
83,0.9996301606811588
84,0.9999994737022434
85,0.9994478129417309
86,0.8195655920127827
87,0.9850245547181875
88,0.9999999443636451
89,0.9999244600915826
90,0.9977323767614642
91,0.9987895410833378
92,0.9454918820145499
93,0.9999999996313464
94,0.987913284280012
95,0.9999999394693483
96,0.9986982572515589
97,0.9594988018421285
98,0.9996497581255426
99,0.9999994731192179
100,0.9997069369242366
101,0.9996198515533542
102,0.9676506629404441
103,0.9998810354311435
104,0.9135765331334043
105,0.9946726982707474
106,0.9999902367665935
107,0.9999999612196953
108,0.997550435448229
109,0.9999298596399487
110,0.9890803285751949
111,0.9846748610911684
112,0.9742135051488505
113,0.9954035557315529
114,0.9999998686390844
115,0.9989449540119975
116,0.9996566854222839
117,0.999895341026638
118,0.9999964320433762
119,0.9999999998300613
120,0.9999756863233068
121,0.9998317517174091
122,0.9998696284733866
123,0.7148765950885353
124,0.9998557350325582
125,0.9999999308786537
126,0.9708626299086072
127,0.3351824025524594
128,0.9535240313080406
129,0.956465798617218
130,0.9956790245843378
131,0.9999998919883907
132,0.9995949715719844
133,0.9975065024566343
134,0.9559145931490683
135,0.9999999716787965
136,0.9972556352613895
137,0.9999854935778661
138,0.9992816367123426
139,0.9647720856156466
140,0.9999995846058376
141,0.9999799890107803
142,0.9923770484942797
143,0.9999821243209209
144,0.9944374475565139
145,0.9999999999679254
146,0.7774911270111441
147,0.25504694417751506
148,0.9984845110710908
149,0.9999993007278816
150,0.9998641926890726
151,0.9998752359291546
152,0.9999258323782925
153,0.9996949063711046
154,0.9966351941454291
155,0.9911294123946021
156,0.9998071147702089
157,0.9995496497451444
158,0.9959673378089285
159,0.9999014486772276
160,0.998694663423867
161,0.09765334487339092
162,0.9999991982144136
163,0.9998098135354682
164,0.9999996060007199
165,0.9935664118189699
166,0.999999992949606
167,0.9977110868619955
168,0.9999998523564508
169,0.9963875930995066
170,0.9999951951944798
171,0.9943280467124886
172,0.9999194343373632
173,0.9999627165177206
174,0.9999999351115532
175,0.9999986117737931
176,0.9999999956259211
177,0.8896053223404077
178,0.9999999992138369
179,0.9999999896976984
180,0.25504694417751506
181,0.3699928623582892
182,0.9956790245843378
183,0.9980969733241454
184,0.9956019373247978
185,0.9998536744680846
186,0.9919928804639244
187,0.9999999632690855
188,0.9989748050711443
189,0.9930498820792384
190,0.9999396131904962
191,0.9999999999990674
192,0.987301068438846
193,0.9999999999757325
194,0.999900736072633
195,0.9997478779880146
196,0.9999999998917481
197,0.9986873038677925
198,0.9995727633664976
199,0.9999032056649508
200,0.9411223877211288
201,0.9998286619777587
202,0.9946905790236195
203,0.9739174513434143
204,0.9991429094750648
205,0.9999745639511012
206,0.9999514894472317
207,0.9998830594391724
208,0.9994844664203593
209,0.9770894954996313
210,0.9997610739631536
211,0.9987536538186914
212,0.9709823098687198
213,0.9999999061842509
214,0.9966043424614172
215,0.9999999029162766
216,0.9985180495319209
217,0.9982041103173986
218,0.999999011873843
219,0.9999300243991193
220,0.9943647025865838
221,0.9098714967240852
222,0.9999998963955751
223,0.9997865297650219
224,0.9844691643732506
225,0.9999366658116041
226,0.998994221048659
227,0.8546652184448089
228,0.9988854846275602
229,0.9999999927650638
230,0.9998203705356596
231,0.9994785500429484
232,0.9918113753038168
233,0.9996711691831911
234,0.9338966548827685
235,0.9997324179254499
236,0.46365090065984393
237,0.9997795204414516
238,0.9997895061316459
239,0.9975986406318218
240,0.9999887194005299
241,0.8509485707784641
242,0.29865111808156286
243,0.9952565895867592
244,0.9999999887467009
245,0.8600019486965225
246,0.9999761079200782
247,0.9984211630298956
