id,ACTION
1,0.580919125263579
2,0.9958123376623377
3,0.9898055555555555
4,0.9929447526650997
5,0.9996609828141785
6,0.9993333333333334
7,0.9082622655122655
8,0.9852971345471344
9,0.8161248281205746
10,0.9709090208566338
11,0.9833336872322463
12,0.9976274508602124
13,0.9536285937327862
14,0.9976976885644769
15,0.9743331011388798
16,0.9600582827642207
17,0.881435449784134
18,0.9872249543792004
19,0.9477419572386675
20,0.9812508990558136
21,0.9485452913266142
22,0.99625
23,0.9789229053704115
24,0.9817055109413247
25,0.995
26,0.8951902920312008
27,0.9354397546897547
28,0.690897212057333
29,0.9989552601486564
30,0.9880650187293665
31,0.9923169714107505
32,0.9818452545095617
33,0.9815615377892297
34,0.9856699346405229
35,0.9828361516847893
36,0.9882460317460317
37,0.9807575757575756
38,0.9970915254237288
39,0.8381993029941271
40,0.8511198029095088
41,0.9657336961993183
42,0.9756509809005273
43,0.9440802730495922
44,0.9929004552043117
45,0.9921878709599902
46,0.9717228533896031
47,0.9970467032967033
48,0.984589655958077
49,0.987820076731269
50,0.9716966089466089
51,0.9034703498436814
52,0.9882471320660955
53,0.9940958529207106
54,0.9811401721568308
55,0.9561621644186734
56,0.9900941944325377
57,0.9951139194917197
58,0.9956995781346002
59,0.9908306349397874
60,0.9926155168708359
61,0.9995527306967986
62,0.9846001516175958
63,0.9255294413582824
64,0.9989831804281346
65,0.9813084415584418
66,0.9888615064761992
67,0.9964814620863008
68,0.9917607526881721
69,0.9588539296840344
70,0.8506627405767246
71,0.9605989719916606
72,0.9875796842046841
73,0.989448717948718
74,0.9929781893201235
75,0.9560377550009903
76,0.9759542102784735
77,0.9244634809634807
78,0.9575507387349492
79,0.5107139388389387
80,0.9702223605603391
81,0.9697870240941486
82,0.991115741132401
83,0.9504732787851984
84,0.9991503267973856
85,0.9853311287257843
86,0.971743416842875
87,0.9834180795071004
88,0.9891336906557493
89,0.9986491228070176
90,0.8756670274170273
91,0.9936678089217659
92,0.9397488549462232
93,0.9928457446808511
94,0.8547370503824797
95,0.9597795374143757
96,0.9049189967703992
97,0.9037042795851895
98,0.8768399292244282
99,0.9883564366982239
100,0.9974280136726751
101,0.8604226545527675
102,0.864745375539493
103,0.8907755858778741
104,0.9619184825837208
105,0.4133965207506998
106,0.9914237358478206
107,0.9947754010695188
108,0.9511769302539839
109,0.967568783068783
110,0.9954281656289371
111,0.6258392241696447
112,0.9918528138528139
113,0.9776758324435509
114,0.9573906623643463
115,0.9338002347867456
116,0.9942508256215619
117,0.993494538676377
118,0.9865044869069258
119,0.9697914743854953
120,0.9833660424542778
121,0.8852284044784042
122,0.9946589974135737
123,0.9096148528657194
124,0.9665448064608754
125,0.9632645388195923
126,0.9857380952380952
127,0.896321683218742
128,0.9467235315853736
129,0.9707716293368466
130,0.9841341991341992
131,0.9935128971502057
132,0.9966913978494624
133,0.912866400192618
134,0.881486843438788
135,0.9870710273707983
136,0.9618248481279909
137,0.9537887526387954
138,0.8750782819626954
139,0.929821623365741
140,0.9811826656826657
141,0.8356790745254393
142,0.9227676767676766
143,0.9867768588137009
144,0.9453982671391927
145,0.9974390918535354
146,0.9146861290844766
147,0.9923100314284058
148,0.9391201652822693
149,0.9953227386648439
150,0.9912853535353535
151,0.9679282106782108
152,0.8490436082734469
153,0.925010969953741
154,0.9554014751913175
155,0.9487841973166599
156,0.9058181570707434
157,0.9866694655097733
158,0.989709595959596
159,0.8104587348135732
160,0.9867130647130646
161,0.8430100817234768
162,0.9955824329215655
163,0.9547012987012987
164,0.9976225898817792
165,0.9873525163502959
166,0.968328976504046
167,0.8954306259077671
168,0.9434232038850928
169,0.9784759854990948
170,0.9964761904761904
171,0.9843867243867243
172,0.9822627969402162
173,0.9767819274903825
174,0.9616854636591478
175,0.98707077818997635
176,0.993317840054682
177,0.9718306096365099
178,0.9880000000000001
179,0.9250043112956549
180,0.9765297191140861
181,0.727692080680043
182,0.9779873737373737
183,0.8867699114736003
184,0.8362854141225502
185,0.9476405270567575
186,0.7995274609119875
187,0.9966522366522367
188,0.8979912359025463
189,0.628651702396253
190,0.9967818019226471
191,0.9863623341033655
192,0.9435248221794355
193,0.9859831747272471
194,0.9523828867211219
195,0.9770928515928516
196,0.9941964095453705
197,0.9773720821661999
198,0.9630982166966365
199,0.9573129292160019
200,0.6976599244025506
201,0.9899074074074073
202,0.9207918326083958
203,0.9882974082105962
204,0.9117266960166976
205,0.9870246697746698
206,0.9770204240204238
207,0.9413018216410272
208,0.9059488660604537
209,0.880338169680561
210,0.7432369636196257
211,0.9585674406582334
212,0.9751554346554346
213,1
214,0.9597939758154097
215,0.921861058235249
216,0.9455077805089749
217,0.9588847692119579
218,0.9780352517852516
219,0.9350914118561177
220,0.9215224053058931
221,0.7272882672882672
222,0.9964163059163059
223,0.9340449411699413
224,0.9609571750506741
225,0.99
226,0.9199524530761957
227,0.7952205196569022
228,0.9437005346055468
229,0.9983851670819756
230,0.9511525701654447
231,0.836550113198371
232,0.9167884503998702
233,0.972547475915897
234,0.48686307809837215
235,0.9548127433011514
236,0.8424024425017836
237,0.9958425550087907
238,0.9970485223471875
239,0.9363284580785514
240,0.9894278142926044
241,0.9923006634993448
242,0.580919125263579
243,0.5412079674487132
244,0.9555940239028355
245,0.9942980981469124
246,0.9901505436946946
247,0.9800347190935426
248,0.9699741109953877
249,0.9671420206202817
250,0.9985992215008065
251,0.9859510582010583
252,0.7031283634665988
253,0.882074037074037
254,0.980611111111111
255,0.9996296296296296
256,0.9856321196544439
257,0.9864192389735869
258,0.9060582085178858
259,0.9680847659402424
260,0.9794166002126531
261,0.9615713314984278
262,0.972219654723386
263,0.9729985569985569
264,0.9567057860718173
265,1
266,0.9298069949165914
267,0.9456604123615654
268,0.9485252525252524
269,0.9743203996486605
270,0.9923405652866636
271,0.9893218190810287
272,0.7949668580212057
273,0.9983600772471911
274,0.5241101421709902
275,0.9905909090909091
276,0.9829888435936823
277,0.9844296259296259
278,0.9713132579980405
279,0.9510757575757575
280,0.8226476019237678
281,0.9996609828141785
282,0.9941526442307692
283,0.9021407760454199
284,0.9371625195100954
285,0.987245670995671
286,0.8786530977367534
287,0.9959022453450163
288,0.9744051776907707
289,0.9506652389248171
290,0.9954166666666666
291,0.8202255360530611
292,0.938905641566323
293,0.9784881391131391
294,0.9543099261849263
295,0.9598112845633457
296,0.5258506629943396
297,0.6481615356468359
298,0.989941872925401
299,0.8916815845160083
300,0.9966216443147338
301,0.9339509379509381
302,0.9908697957669955
303,0.9481294646586161
304,0.9000695379515045
305,0.9663723562943163
306,0.813034692903971
307,0.9853311287257843
308,0.9979088438735179
309,0.9332523146389717
310,0.9449119255590908
311,0.9525430242272346
312,0.9838744272804317
313,0.9941915229850383
314,0.9849451633119517
315,0.9688409090909091
316,0.984975468975469
317,0.9446902106984983
318,0.997941181041181
319,0.9068209127126059
320,0.9911185851217285
321,0.9788136854638323
322,0.7167656875175864
323,0.9851727642276424
324,0.9991862112009986
325,0.9733354767960032
326,0.8001034227552237
327,0.98727398989899
328,0.990110579763537
329,0.9839915824915824
330,0.9608721908058881
331,0.9633667873195385
332,0.9723589049839049
333,0.9998601398601399
334,0.9499977679591524
335,0.9975571112176147
336,0.9244014243408957
337,0.9547142857142858
338,0.978489639000511
339,0.9938841889975083
340,0.9810901515151516
341,0.9883071261841907
342,0.9952982520443503
343,0.8387793838156103
344,0.986340909090909
345,0.9272222222222223
346,0.883452914106561
347,0.9926351823557705
348,0.9826524873431655
349,1
350,0.9343096974698387
351,0.9649542180042178
352,0.9852539682539683
353,0.9927600111234705
354,0.7131098999040175
355,0.9822639397495717
356,1
357,0.7866600454474286
358,0.9688863636363636
359,0.9448542577987894
360,0.7783873898485549
361,1
362,0.9845214806015886
363,0.9838714084473017
364,0.8615938716559722
365,0.9986190476190476
366,0.9906516446516446
367,0.9731147186147184
368,0.9863979903710915
369,0.9557651187562517
370,0.9962174825174825
371,0.9833654898741105
372,0.9537707838756226
373,0.8998097332406156
374,0.5663120049884754
375,0.9711634217956892
376,0.9722144349902969
377,0.6882083280014574
378,0.9854125982376756
379,0.997977207977208
380,0.8139361874942387
381,0.8865200355200353
382,0.9802047302291205
383,0.9946775548423458
384,0.9729969197469197
385,0.9143981499042395
386,0.920832940065245
387,0.7617401132749115
388,0.9848792654015124
389,0.9392352421201037
390,0.9864514687100894
391,0.9464007456911375
392,0.9791043827565565
393,0.851479103338935
394,0.9948576150521231
395,0.9066043934012953
396,0.9969181824715605
397,0.9974390918535354
398,0.9659224386724387
399,0.9921988607018468
400,0.988
401,0.994875
402,0.9645176767676767
403,0.9935474836274837
404,0.9626901154401155
405,0.9603756896698072
406,0.9441209435725564
407,0.9552579835403054
408,0.97685989010989
409,0.9833654898741105
410,0.9697170770632355
411,0.9975742710795902
412,0.9704307317199323
413,0.7075160997179856
414,0.9242795768667849
415,0.9829852656163438
416,0.9946842944567982
417,0.9965714285714286
418,0.9818645104895104
419,0.9253392142987729
420,0.8790405664448191
421,0.9805145478793631
422,0.9792912502315678
423,0.9206461009410825
424,0.9132867413659039
425,0.9864329474872953
426,0.9968888888888888
427,0.9946683773372513
428,0.9798837344707585
429,0.9807140637140636
430,0.9492732167662556
431,0.9592848690430358
432,0.978697691197691
433,0.9676398445241464
434,0.978023210574628
435,0.98367316017316
436,0.9904016539016538
437,0.8871060973908523
438,0.23203777257225536
